image_path,label
../data/train/images/image_98.png,[1. 0.]
../data/train/images/image_99.png,[1. 0.]
../data/train/images/image_100.png,[0. 1.]
../data/train/images/image_101.png,[1. 0.]
../data/train/images/image_102.png,[1. 0.]
../data/train/images/image_103.png,[1. 0.]
../data/train/images/image_104.png,[0. 1.]
../data/train/images/image_105.png,[0. 1.]
../data/train/images/image_106.png,[1. 0.]
../data/train/images/image_107.png,[0. 1.]
../data/train/images/image_108.png,[1. 0.]
../data/train/images/image_109.png,[1. 0.]
../data/train/images/image_110.png,[1. 0.]
../data/train/images/image_111.png,[1. 0.]
../data/train/images/image_112.png,[1. 0.]
../data/train/images/image_113.png,[1. 0.]
../data/train/images/image_114.png,[0. 1.]
../data/train/images/image_115.png,[1. 0.]
../data/train/images/image_116.png,[0. 1.]
../data/train/images/image_117.png,[1. 0.]
../data/train/images/image_118.png,[0. 1.]
../data/train/images/image_119.png,[0. 1.]
../data/train/images/image_120.png,[0. 1.]
../data/train/images/image_121.png,[1. 0.]
../data/train/images/image_122.png,[1. 0.]
../data/train/images/image_123.png,[1. 0.]
../data/train/images/image_124.png,[1. 0.]
../data/train/images/image_125.png,[1. 0.]
../data/train/images/image_126.png,[1. 0.]
../data/train/images/image_127.png,[0. 1.]
../data/train/images/image_128.png,[0. 1.]
../data/train/images/image_129.png,[1. 0.]
../data/train/images/image_130.png,[1. 0.]
../data/train/images/image_131.png,[1. 0.]
../data/train/images/image_132.png,[1. 0.]
../data/train/images/image_133.png,[1. 0.]
../data/train/images/image_134.png,[1. 0.]
../data/train/images/image_135.png,[0. 1.]
../data/train/images/image_136.png,[1. 0.]
../data/train/images/image_137.png,[1. 0.]
../data/train/images/image_138.png,[1. 0.]
../data/train/images/image_139.png,[0. 1.]
../data/train/images/image_140.png,[1. 0.]
../data/train/images/image_141.png,[1. 0.]
../data/train/images/image_142.png,[0. 1.]
../data/train/images/image_143.png,[1. 0.]
../data/train/images/image_144.png,[0. 1.]
../data/train/images/image_145.png,[1. 0.]
../data/train/images/image_146.png,[0. 1.]
../data/train/images/image_147.png,[1. 0.]
../data/train/images/image_148.png,[1. 0.]
../data/train/images/image_149.png,[0. 1.]
../data/train/images/image_150.png,[0. 1.]
../data/train/images/image_151.png,[1. 0.]
../data/train/images/image_152.png,[0. 1.]
../data/train/images/image_153.png,[1. 0.]
../data/train/images/image_154.png,[1. 0.]
../data/train/images/image_155.png,[1. 0.]
../data/train/images/image_156.png,[0. 1.]
../data/train/images/image_157.png,[1. 0.]
../data/train/images/image_158.png,[0. 1.]
../data/train/images/image_159.png,[0. 1.]
../data/train/images/image_160.png,[1. 0.]
../data/train/images/image_161.png,[1. 0.]
../data/train/images/image_162.png,[0. 1.]
../data/train/images/image_163.png,[1. 0.]
../data/train/images/image_164.png,[1. 0.]
../data/train/images/image_165.png,[0. 1.]
../data/train/images/image_166.png,[1. 0.]
../data/train/images/image_167.png,[1. 0.]
../data/train/images/image_168.png,[0. 1.]
../data/train/images/image_169.png,[1. 0.]
../data/train/images/image_170.png,[1. 0.]
../data/train/images/image_171.png,[1. 0.]
../data/train/images/image_172.png,[1. 0.]
../data/train/images/image_173.png,[0. 1.]
../data/train/images/image_174.png,[1. 0.]
../data/train/images/image_175.png,[1. 0.]
../data/train/images/image_176.png,[1. 0.]
../data/train/images/image_177.png,[1. 0.]
../data/train/images/image_178.png,[0. 1.]
../data/train/images/image_179.png,[0. 1.]
../data/train/images/image_180.png,[0. 1.]
../data/train/images/image_181.png,[0. 1.]
../data/train/images/image_182.png,[1. 0.]
../data/train/images/image_183.png,[1. 0.]
../data/train/images/image_184.png,[0. 1.]
../data/train/images/image_185.png,[1. 0.]
../data/train/images/image_186.png,[0. 1.]
../data/train/images/image_187.png,[1. 0.]
../data/train/images/image_188.png,[1. 0.]
../data/train/images/image_189.png,[0. 1.]
../data/train/images/image_190.png,[0. 1.]
../data/train/images/image_191.png,[0. 1.]
../data/train/images/image_192.png,[0. 1.]
../data/train/images/image_193.png,[1. 0.]
../data/train/images/image_194.png,[0. 1.]
../data/train/images/image_195.png,[0. 1.]
../data/train/images/image_196.png,[0. 1.]
../data/train/images/image_197.png,[0. 1.]
../data/train/images/image_198.png,[0. 1.]
../data/train/images/image_199.png,[1. 0.]
../data/train/images/image_200.png,[1. 0.]
../data/train/images/image_201.png,[0. 1.]
../data/train/images/image_202.png,[1. 0.]
../data/train/images/image_203.png,[1. 0.]
../data/train/images/image_204.png,[1. 0.]
../data/train/images/image_205.png,[1. 0.]
../data/train/images/image_206.png,[0. 1.]
../data/train/images/image_207.png,[0. 1.]
../data/train/images/image_208.png,[1. 0.]
../data/train/images/image_209.png,[0. 1.]
../data/train/images/image_210.png,[1. 0.]
../data/train/images/image_211.png,[1. 0.]
../data/train/images/image_212.png,[0. 1.]
../data/train/images/image_213.png,[1. 0.]
../data/train/images/image_214.png,[1. 0.]
../data/train/images/image_215.png,[0. 1.]
../data/train/images/image_216.png,[0. 1.]
../data/train/images/image_217.png,[1. 0.]
../data/train/images/image_218.png,[1. 0.]
../data/train/images/image_219.png,[1. 0.]
../data/train/images/image_220.png,[1. 0.]
../data/train/images/image_221.png,[1. 0.]
../data/train/images/image_222.png,[0. 1.]
../data/train/images/image_223.png,[1. 0.]
../data/train/images/image_224.png,[1. 0.]
../data/train/images/image_225.png,[1. 0.]
../data/train/images/image_226.png,[1. 0.]
../data/train/images/image_227.png,[1. 0.]
../data/train/images/image_228.png,[1. 0.]
../data/train/images/image_229.png,[1. 0.]
../data/train/images/image_230.png,[1. 0.]
../data/train/images/image_231.png,[0. 1.]
../data/train/images/image_232.png,[1. 0.]
../data/train/images/image_233.png,[1. 0.]
../data/train/images/image_234.png,[1. 0.]
../data/train/images/image_235.png,[0. 1.]
../data/train/images/image_236.png,[1. 0.]
../data/train/images/image_237.png,[0. 1.]
../data/train/images/image_238.png,[1. 0.]
../data/train/images/image_239.png,[1. 0.]
../data/train/images/image_240.png,[0. 1.]
../data/train/images/image_241.png,[1. 0.]
../data/train/images/image_242.png,[0. 1.]
../data/train/images/image_243.png,[1. 0.]
../data/train/images/image_244.png,[1. 0.]
../data/train/images/image_245.png,[0. 1.]
../data/train/images/image_246.png,[0. 1.]
../data/train/images/image_247.png,[1. 0.]
../data/train/images/image_248.png,[1. 0.]
../data/train/images/image_249.png,[1. 0.]
../data/train/images/image_250.png,[1. 0.]
../data/train/images/image_251.png,[0. 1.]
../data/train/images/image_252.png,[1. 0.]
../data/train/images/image_253.png,[1. 0.]
../data/train/images/image_254.png,[0. 1.]
../data/train/images/image_255.png,[0. 1.]
../data/train/images/image_256.png,[1. 0.]
../data/train/images/image_257.png,[1. 0.]
../data/train/images/image_258.png,[0. 1.]
../data/train/images/image_259.png,[1. 0.]
../data/train/images/image_260.png,[1. 0.]
../data/train/images/image_261.png,[0. 1.]
../data/train/images/image_262.png,[1. 0.]
../data/train/images/image_263.png,[1. 0.]
../data/train/images/image_264.png,[1. 0.]
../data/train/images/image_265.png,[0. 1.]
../data/train/images/image_266.png,[0. 1.]
../data/train/images/image_267.png,[0. 1.]
../data/train/images/image_268.png,[0. 1.]
../data/train/images/image_269.png,[0. 1.]
../data/train/images/image_270.png,[0. 1.]
../data/train/images/image_271.png,[0. 1.]
../data/train/images/image_272.png,[1. 0.]
../data/train/images/image_273.png,[1. 0.]
../data/train/images/image_274.png,[0. 1.]
../data/train/images/image_275.png,[0. 1.]
../data/train/images/image_276.png,[1. 0.]
../data/train/images/image_277.png,[1. 0.]
../data/train/images/image_278.png,[1. 0.]
../data/train/images/image_279.png,[0. 1.]
../data/train/images/image_280.png,[1. 0.]
../data/train/images/image_281.png,[1. 0.]
../data/train/images/image_282.png,[1. 0.]
../data/train/images/image_283.png,[0. 1.]
../data/train/images/image_284.png,[0. 1.]
../data/train/images/image_285.png,[0. 1.]
../data/train/images/image_286.png,[0. 1.]
../data/train/images/image_287.png,[1. 0.]
../data/train/images/image_288.png,[1. 0.]
../data/train/images/image_289.png,[0. 1.]
../data/train/images/image_290.png,[0. 1.]
../data/train/images/image_291.png,[1. 0.]
../data/train/images/image_292.png,[0. 1.]
../data/train/images/image_293.png,[1. 0.]
../data/train/images/image_294.png,[1. 0.]
../data/train/images/image_295.png,[1. 0.]
../data/train/images/image_296.png,[1. 0.]
../data/train/images/image_297.png,[0. 1.]
../data/train/images/image_298.png,[1. 0.]
../data/train/images/image_299.png,[1. 0.]
../data/train/images/image_300.png,[1. 0.]
../data/train/images/image_301.png,[1. 0.]
../data/train/images/image_302.png,[0. 1.]
../data/train/images/image_303.png,[0. 1.]
../data/train/images/image_304.png,[0. 1.]
../data/train/images/image_305.png,[1. 0.]
../data/train/images/image_306.png,[1. 0.]
../data/train/images/image_307.png,[0. 1.]
../data/train/images/image_308.png,[1. 0.]
../data/train/images/image_309.png,[1. 0.]
../data/train/images/image_310.png,[1. 0.]
../data/train/images/image_311.png,[1. 0.]
../data/train/images/image_312.png,[0. 1.]
../data/train/images/image_313.png,[0. 1.]
../data/train/images/image_314.png,[1. 0.]
../data/train/images/image_315.png,[1. 0.]
../data/train/images/image_316.png,[1. 0.]
../data/train/images/image_317.png,[1. 0.]
../data/train/images/image_318.png,[1. 0.]
../data/train/images/image_319.png,[1. 0.]
../data/train/images/image_320.png,[1. 0.]
../data/train/images/image_321.png,[0. 1.]
../data/train/images/image_322.png,[1. 0.]
../data/train/images/image_323.png,[0. 1.]
../data/train/images/image_324.png,[1. 0.]
../data/train/images/image_325.png,[0. 1.]
../data/train/images/image_326.png,[1. 0.]
../data/train/images/image_327.png,[0. 1.]
../data/train/images/image_328.png,[0. 1.]
../data/train/images/image_329.png,[1. 0.]
../data/train/images/image_330.png,[1. 0.]
../data/train/images/image_331.png,[0. 1.]
../data/train/images/image_332.png,[1. 0.]
../data/train/images/image_333.png,[0. 1.]
../data/train/images/image_334.png,[0. 1.]
../data/train/images/image_335.png,[1. 0.]
../data/train/images/image_336.png,[0. 1.]
../data/train/images/image_337.png,[1. 0.]
../data/train/images/image_338.png,[0. 1.]
../data/train/images/image_339.png,[1. 0.]
../data/train/images/image_340.png,[1. 0.]
../data/train/images/image_341.png,[0. 1.]
../data/train/images/image_342.png,[1. 0.]
../data/train/images/image_343.png,[0. 1.]
../data/train/images/image_344.png,[1. 0.]
../data/train/images/image_345.png,[0. 1.]
../data/train/images/image_346.png,[0. 1.]
../data/train/images/image_347.png,[1. 0.]
../data/train/images/image_348.png,[1. 0.]
../data/train/images/image_349.png,[1. 0.]
../data/train/images/image_350.png,[1. 0.]
../data/train/images/image_351.png,[0. 1.]
../data/train/images/image_352.png,[1. 0.]
../data/train/images/image_353.png,[0. 1.]
../data/train/images/image_354.png,[1. 0.]
../data/train/images/image_355.png,[1. 0.]
../data/train/images/image_356.png,[0. 1.]
../data/train/images/image_357.png,[0. 1.]
../data/train/images/image_358.png,[0. 1.]
../data/train/images/image_359.png,[0. 1.]
../data/train/images/image_360.png,[1. 0.]
../data/train/images/image_361.png,[1. 0.]
../data/train/images/image_362.png,[0. 1.]
../data/train/images/image_363.png,[0. 1.]
../data/train/images/image_364.png,[1. 0.]
../data/train/images/image_365.png,[0. 1.]
../data/train/images/image_366.png,[1. 0.]
../data/train/images/image_367.png,[0. 1.]
../data/train/images/image_368.png,[1. 0.]
../data/train/images/image_369.png,[0. 1.]
../data/train/images/image_370.png,[0. 1.]
../data/train/images/image_371.png,[0. 1.]
../data/train/images/image_372.png,[1. 0.]
../data/train/images/image_373.png,[1. 0.]
../data/train/images/image_374.png,[0. 1.]
../data/train/images/image_375.png,[0. 1.]
../data/train/images/image_376.png,[0. 1.]
../data/train/images/image_377.png,[1. 0.]
../data/train/images/image_378.png,[1. 0.]
../data/train/images/image_379.png,[1. 0.]
../data/train/images/image_380.png,[0. 1.]
../data/train/images/image_381.png,[0. 1.]
../data/train/images/image_382.png,[1. 0.]
../data/train/images/image_383.png,[1. 0.]
../data/train/images/image_384.png,[1. 0.]
../data/train/images/image_385.png,[0. 1.]
../data/train/images/image_386.png,[0. 1.]
../data/train/images/image_387.png,[1. 0.]
../data/train/images/image_388.png,[1. 0.]
../data/train/images/image_389.png,[0. 1.]
../data/train/images/image_390.png,[1. 0.]
../data/train/images/image_391.png,[0. 1.]
../data/train/images/image_392.png,[0. 1.]
../data/train/images/image_393.png,[0. 1.]
../data/train/images/image_394.png,[0. 1.]
../data/train/images/image_395.png,[1. 0.]
../data/train/images/image_396.png,[0. 1.]
../data/train/images/image_397.png,[0. 1.]
../data/train/images/image_398.png,[0. 1.]
../data/train/images/image_399.png,[1. 0.]
../data/train/images/image_400.png,[1. 0.]
../data/train/images/image_401.png,[0. 1.]
../data/train/images/image_402.png,[1. 0.]
../data/train/images/image_403.png,[0. 1.]
../data/train/images/image_404.png,[1. 0.]
../data/train/images/image_405.png,[0. 1.]
../data/train/images/image_406.png,[1. 0.]
../data/train/images/image_407.png,[1. 0.]
../data/train/images/image_408.png,[0. 1.]
../data/train/images/image_409.png,[1. 0.]
../data/train/images/image_410.png,[0. 1.]
../data/train/images/image_411.png,[1. 0.]
../data/train/images/image_412.png,[1. 0.]
../data/train/images/image_413.png,[1. 0.]
../data/train/images/image_414.png,[0. 1.]
../data/train/images/image_415.png,[0. 1.]
../data/train/images/image_416.png,[1. 0.]
../data/train/images/image_417.png,[0. 1.]
../data/train/images/image_418.png,[1. 0.]
../data/train/images/image_419.png,[1. 0.]
../data/train/images/image_420.png,[1. 0.]
../data/train/images/image_421.png,[1. 0.]
../data/train/images/image_422.png,[0. 1.]
../data/train/images/image_423.png,[0. 1.]
../data/train/images/image_424.png,[1. 0.]
../data/train/images/image_425.png,[1. 0.]
../data/train/images/image_426.png,[0. 1.]
../data/train/images/image_427.png,[1. 0.]
../data/train/images/image_428.png,[1. 0.]
../data/train/images/image_429.png,[1. 0.]
../data/train/images/image_430.png,[1. 0.]
../data/train/images/image_431.png,[0. 1.]
../data/train/images/image_432.png,[1. 0.]
../data/train/images/image_433.png,[1. 0.]
../data/train/images/image_434.png,[1. 0.]
../data/train/images/image_435.png,[0. 1.]
../data/train/images/image_436.png,[1. 0.]
../data/train/images/image_437.png,[1. 0.]
../data/train/images/image_438.png,[1. 0.]
../data/train/images/image_439.png,[0. 1.]
../data/train/images/image_440.png,[0. 1.]
../data/train/images/image_441.png,[1. 0.]
../data/train/images/image_442.png,[1. 0.]
../data/train/images/image_443.png,[0. 1.]
../data/train/images/image_444.png,[1. 0.]
../data/train/images/image_445.png,[1. 0.]
../data/train/images/image_446.png,[1. 0.]
../data/train/images/image_447.png,[1. 0.]
../data/train/images/image_448.png,[0. 1.]
../data/train/images/image_449.png,[1. 0.]
../data/train/images/image_450.png,[1. 0.]
../data/train/images/image_451.png,[0. 1.]
../data/train/images/image_452.png,[1. 0.]
../data/train/images/image_453.png,[1. 0.]
../data/train/images/image_454.png,[1. 0.]
../data/train/images/image_455.png,[0. 1.]
../data/train/images/image_456.png,[0. 1.]
../data/train/images/image_457.png,[1. 0.]
../data/train/images/image_458.png,[1. 0.]
../data/train/images/image_459.png,[0. 1.]
../data/train/images/image_460.png,[0. 1.]
../data/train/images/image_461.png,[1. 0.]
../data/train/images/image_462.png,[1. 0.]
../data/train/images/image_463.png,[0. 1.]
../data/train/images/image_464.png,[1. 0.]
../data/train/images/image_465.png,[0. 1.]
../data/train/images/image_466.png,[1. 0.]
../data/train/images/image_467.png,[1. 0.]
../data/train/images/image_468.png,[0. 1.]
../data/train/images/image_469.png,[0. 1.]
../data/train/images/image_470.png,[1. 0.]
../data/train/images/image_471.png,[0. 1.]
../data/train/images/image_472.png,[1. 0.]
../data/train/images/image_473.png,[1. 0.]
../data/train/images/image_474.png,[0. 1.]
../data/train/images/image_475.png,[0. 1.]
../data/train/images/image_476.png,[1. 0.]
../data/train/images/image_477.png,[1. 0.]
../data/train/images/image_478.png,[0. 1.]
../data/train/images/image_479.png,[1. 0.]
../data/train/images/image_480.png,[0. 1.]
../data/train/images/image_481.png,[1. 0.]
../data/train/images/image_482.png,[0. 1.]
../data/train/images/image_483.png,[0. 1.]
../data/train/images/image_484.png,[0. 1.]
../data/train/images/image_485.png,[0. 1.]
../data/train/images/image_486.png,[1. 0.]
../data/train/images/image_487.png,[0. 1.]
../data/train/images/image_488.png,[1. 0.]
../data/train/images/image_489.png,[0. 1.]
../data/train/images/image_490.png,[1. 0.]
../data/train/images/image_491.png,[0. 1.]
../data/train/images/image_492.png,[0. 1.]
../data/train/images/image_493.png,[0. 1.]
../data/train/images/image_494.png,[1. 0.]
../data/train/images/image_495.png,[0. 1.]
../data/train/images/image_496.png,[1. 0.]
../data/train/images/image_497.png,[0. 1.]
../data/train/images/image_498.png,[1. 0.]
../data/train/images/image_499.png,[0. 1.]
../data/train/images/image_500.png,[1. 0.]
../data/train/images/image_501.png,[0. 1.]
../data/train/images/image_502.png,[0. 1.]
../data/train/images/image_503.png,[1. 0.]
../data/train/images/image_504.png,[1. 0.]
../data/train/images/image_505.png,[0. 1.]
../data/train/images/image_506.png,[1. 0.]
../data/train/images/image_507.png,[0. 1.]
../data/train/images/image_508.png,[1. 0.]
../data/train/images/image_509.png,[1. 0.]
../data/train/images/image_510.png,[1. 0.]
../data/train/images/image_511.png,[1. 0.]
../data/train/images/image_512.png,[0. 1.]
../data/train/images/image_513.png,[0. 1.]
../data/train/images/image_514.png,[1. 0.]
../data/train/images/image_515.png,[0. 1.]
../data/train/images/image_516.png,[0. 1.]
../data/train/images/image_517.png,[0. 1.]
../data/train/images/image_518.png,[0. 1.]
../data/train/images/image_519.png,[1. 0.]
../data/train/images/image_520.png,[0. 1.]
../data/train/images/image_521.png,[0. 1.]
../data/train/images/image_522.png,[0. 1.]
../data/train/images/image_523.png,[0. 1.]
../data/train/images/image_524.png,[0. 1.]
../data/train/images/image_525.png,[1. 0.]
../data/train/images/image_526.png,[0. 1.]
../data/train/images/image_527.png,[0. 1.]
../data/train/images/image_528.png,[0. 1.]
../data/train/images/image_529.png,[1. 0.]
../data/train/images/image_530.png,[0. 1.]
../data/train/images/image_531.png,[0. 1.]
../data/train/images/image_532.png,[0. 1.]
../data/train/images/image_533.png,[1. 0.]
../data/train/images/image_534.png,[1. 0.]
../data/train/images/image_535.png,[1. 0.]
../data/train/images/image_536.png,[0. 1.]
../data/train/images/image_537.png,[0. 1.]
../data/train/images/image_538.png,[1. 0.]
../data/train/images/image_539.png,[1. 0.]
../data/train/images/image_540.png,[0. 1.]
../data/train/images/image_541.png,[1. 0.]
../data/train/images/image_542.png,[1. 0.]
../data/train/images/image_543.png,[0. 1.]
../data/train/images/image_544.png,[1. 0.]
../data/train/images/image_545.png,[0. 1.]
../data/train/images/image_546.png,[1. 0.]
../data/train/images/image_547.png,[1. 0.]
../data/train/images/image_548.png,[1. 0.]
../data/train/images/image_549.png,[0. 1.]
../data/train/images/image_550.png,[1. 0.]
../data/train/images/image_551.png,[1. 0.]
../data/train/images/image_552.png,[1. 0.]
../data/train/images/image_553.png,[1. 0.]
../data/train/images/image_554.png,[1. 0.]
../data/train/images/image_555.png,[0. 1.]
../data/train/images/image_556.png,[0. 1.]
../data/train/images/image_557.png,[0. 1.]
../data/train/images/image_558.png,[0. 1.]
../data/train/images/image_559.png,[1. 0.]
../data/train/images/image_560.png,[1. 0.]
../data/train/images/image_561.png,[0. 1.]
../data/train/images/image_562.png,[1. 0.]
../data/train/images/image_563.png,[1. 0.]
../data/train/images/image_564.png,[0. 1.]
../data/train/images/image_565.png,[0. 1.]
../data/train/images/image_566.png,[0. 1.]
../data/train/images/image_567.png,[1. 0.]
../data/train/images/image_568.png,[0. 1.]
../data/train/images/image_569.png,[1. 0.]
../data/train/images/image_570.png,[1. 0.]
../data/train/images/image_571.png,[0. 1.]
../data/train/images/image_572.png,[1. 0.]
../data/train/images/image_573.png,[1. 0.]
../data/train/images/image_574.png,[0. 1.]
../data/train/images/image_575.png,[1. 0.]
../data/train/images/image_576.png,[0. 1.]
../data/train/images/image_577.png,[1. 0.]
../data/train/images/image_578.png,[1. 0.]
../data/train/images/image_579.png,[1. 0.]
../data/train/images/image_580.png,[1. 0.]
../data/train/images/image_581.png,[0. 1.]
../data/train/images/image_582.png,[0. 1.]
../data/train/images/image_583.png,[1. 0.]
../data/train/images/image_584.png,[1. 0.]
../data/train/images/image_585.png,[1. 0.]
../data/train/images/image_586.png,[1. 0.]
../data/train/images/image_587.png,[1. 0.]
../data/train/images/image_588.png,[1. 0.]
../data/train/images/image_589.png,[0. 1.]
../data/train/images/image_590.png,[1. 0.]
../data/train/images/image_591.png,[1. 0.]
../data/train/images/image_592.png,[1. 0.]
../data/train/images/image_593.png,[0. 1.]
../data/train/images/image_594.png,[1. 0.]
../data/train/images/image_595.png,[1. 0.]
../data/train/images/image_596.png,[0. 1.]
../data/train/images/image_597.png,[1. 0.]
../data/train/images/image_598.png,[1. 0.]
../data/train/images/image_599.png,[0. 1.]
../data/train/images/image_600.png,[0. 1.]
../data/train/images/image_601.png,[1. 0.]
../data/train/images/image_602.png,[1. 0.]
../data/train/images/image_603.png,[1. 0.]
../data/train/images/image_604.png,[1. 0.]
../data/train/images/image_605.png,[1. 0.]
../data/train/images/image_606.png,[0. 1.]
../data/train/images/image_607.png,[0. 1.]
../data/train/images/image_608.png,[1. 0.]
../data/train/images/image_609.png,[1. 0.]
../data/train/images/image_610.png,[1. 0.]
../data/train/images/image_611.png,[1. 0.]
../data/train/images/image_612.png,[0. 1.]
../data/train/images/image_613.png,[1. 0.]
../data/train/images/image_614.png,[0. 1.]
../data/train/images/image_615.png,[1. 0.]
../data/train/images/image_616.png,[1. 0.]
../data/train/images/image_617.png,[1. 0.]
../data/train/images/image_618.png,[0. 1.]
../data/train/images/image_619.png,[1. 0.]
../data/train/images/image_620.png,[0. 1.]
../data/train/images/image_621.png,[0. 1.]
../data/train/images/image_622.png,[0. 1.]
../data/train/images/image_623.png,[1. 0.]
../data/train/images/image_624.png,[1. 0.]
../data/train/images/image_625.png,[0. 1.]
../data/train/images/image_626.png,[1. 0.]
../data/train/images/image_627.png,[1. 0.]
../data/train/images/image_628.png,[0. 1.]
../data/train/images/image_629.png,[1. 0.]
../data/train/images/image_630.png,[0. 1.]
../data/train/images/image_631.png,[1. 0.]
../data/train/images/image_632.png,[1. 0.]
../data/train/images/image_633.png,[0. 1.]
../data/train/images/image_634.png,[1. 0.]
../data/train/images/image_635.png,[1. 0.]
../data/train/images/image_636.png,[0. 1.]
../data/train/images/image_637.png,[1. 0.]
../data/train/images/image_638.png,[0. 1.]
../data/train/images/image_639.png,[0. 1.]
../data/train/images/image_640.png,[0. 1.]
../data/train/images/image_641.png,[1. 0.]
../data/train/images/image_642.png,[0. 1.]
../data/train/images/image_643.png,[1. 0.]
../data/train/images/image_644.png,[1. 0.]
../data/train/images/image_645.png,[1. 0.]
../data/train/images/image_646.png,[0. 1.]
../data/train/images/image_647.png,[1. 0.]
../data/train/images/image_648.png,[1. 0.]
../data/train/images/image_649.png,[1. 0.]
../data/train/images/image_650.png,[0. 1.]
../data/train/images/image_651.png,[1. 0.]
../data/train/images/image_652.png,[1. 0.]
../data/train/images/image_653.png,[1. 0.]
../data/train/images/image_654.png,[1. 0.]
../data/train/images/image_655.png,[0. 1.]
../data/train/images/image_656.png,[1. 0.]
../data/train/images/image_657.png,[1. 0.]
../data/train/images/image_658.png,[0. 1.]
../data/train/images/image_659.png,[1. 0.]
../data/train/images/image_660.png,[1. 0.]
../data/train/images/image_661.png,[1. 0.]
../data/train/images/image_662.png,[0. 1.]
../data/train/images/image_663.png,[0. 1.]
../data/train/images/image_664.png,[0. 1.]
../data/train/images/image_665.png,[0. 1.]
